Product ,Flow,State,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
331--Primary Metal Manufactures,Imports,Indiana,39.0,74.0,143.0,132.0,191.0,177.0,102.0,93.0,87.0,85.0,65.0,63.0,116.0,129.0,104.0,146.0
980--Goods Returned (Exports and Imports) and Reimports - Canada Only,Imports,Indiana,56.0,68.0,50.0,58.0,52.0,240.0,84.0,66.0,70.0,64.0,96.0,105.0,110.0,125.0,137.0,137.0
325--Chemicals,Imports,Indiana,33.0,39.0,51.0,65.0,69.0,71.0,58.0,52.0,48.0,54.0,52.0,66.0,85.0,95.0,136.0,129.0
315--Apparel & Accessories,Imports,Indiana,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,37.0,151.0,249.0,110.0,211.0,36.0,5.0,118.0
326--Plastics & Rubber Products,Imports,Indiana,24.0,43.0,79.0,77.0,70.0,90.0,101.0,75.0,66.0,56.0,51.0,57.0,102.0,111.0,120.0,113.0
910--Waste And Scrap,Imports,Indiana,6.0,8.0,24.0,31.0,30.0,30.0,30.0,25.0,35.0,43.0,56.0,41.0,64.0,121.0,62.0,72.0
327--Nonmetallic Mineral Products,Imports,Indiana,8.0,18.0,50.0,57.0,48.0,62.0,79.0,111.0,86.0,99.0,67.0,75.0,72.0,91.0,65.0,52.0
311--Processed Foods,Imports,Indiana,27.0,49.0,49.0,46.0,42.0,49.0,50.0,24.0,35.0,23.0,20.0,22.0,20.0,26.0,46.0,39.0
314--Textile Mill Products,Imports,Indiana,4.0,4.0,9.0,12.0,11.0,9.0,8.0,20.0,26.0,22.0,23.0,15.0,14.0,35.0,32.0,28.0
316--Leather & Allied Products,Imports,Indiana,7.0,4.0,2.0,3.0,1.0,1.0,1.0,2.0,4.0,3.0,23.0,4.0,9.0,3.0,22.0,17.0
337--Furniture & Fixtures,Imports,Indiana,29.0,50.0,50.0,4.0,3.0,4.0,20.0,42.0,37.0,51.0,37.0,57.0,33.0,27.0,92.0,16.0
313--Textiles & Fabrics,Imports,Indiana,0.0,1.0,3.0,5.0,6.0,6.0,2.0,4.0,7.0,11.0,7.0,5.0,10.0,14.0,11.0,15.0
322--Paper,Imports,Indiana,1.0,3.0,5.0,6.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,3.0,5.0,3.0,8.0
111--Agricultural Products,Imports,Indiana,15.0,11.0,22.0,26.0,8.0,6.0,7.0,11.0,15.0,13.0,31.0,11.0,3.0,2.0,4.0,6.0
321--Wood Products,Imports,Indiana,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,6.0,4.0,3.0,3.0,4.0
323--Printed Matter & Related Products,Imports,Indiana,2.0,8.0,10.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,1.0
212--Minerals & Ores,Imports,Indiana,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,9.0,0.0,2.0,1.0
324--Petroleum & Coal Products,Imports,Indiana,0.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
930--Used Or Second-Hand Merchandise,Imports,Indiana,0.0,0.0,0.0,0.0,0.0,1.0,25.0,13.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
990--Other Special Classification Provisions,Imports,Indiana,1.0,5.0,8.0,7.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
920--Used Or Second-Hand Merchandise,Imports,Indiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511--Newspapers & Other Published Matter,Imports,Indiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114--Fish & Other Marine Products,Imports,Indiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113--Forestry Products,Imports,Indiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112--Livestock & Livestock Products,Imports,Indiana,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--All Merchandise,Exports,Indiana,1781.0,2620.0,3288.0,3907.0,4063.0,5138.0,4917.0,4889.0,5067.0,5416.0,5749.0,4788.0,5315.0,5884.0,7178.0,7480.0
336--Transportation Equipment,Exports,Indiana,449.0,763.0,1044.0,1476.0,1334.0,1781.0,1593.0,1617.0,1611.0,1723.0,1832.0,1462.0,1168.0,1620.0,2604.0,2593.0
"333--Machinery, Except Electrical",Exports,Indiana,495.0,815.0,976.0,1206.0,1262.0,1489.0,1448.0,1400.0,1584.0,1788.0,1996.0,1560.0,2074.0,1888.0,1832.0,1584.0
325--Chemicals,Exports,Indiana,278.0,257.0,245.0,247.0,274.0,317.0,305.0,409.0,424.0,359.0,352.0,359.0,458.0,599.0,650.0,819.0
"335--Electrical Equipment, Appliances & Components",Exports,Indiana,65.0,93.0,119.0,146.0,252.0,323.0,291.0,246.0,227.0,247.0,233.0,191.0,211.0,237.0,266.0,451.0
331--Primary Metal Manufactures,Exports,Indiana,150.0,248.0,341.0,228.0,257.0,221.0,217.0,168.0,235.0,259.0,337.0,313.0,350.0,358.0,382.0,440.0
334--Computer & Electronic Products,Exports,Indiana,77.0,99.0,103.0,91.0,156.0,273.0,270.0,249.0,163.0,133.0,149.0,136.0,187.0,220.0,303.0,349.0
332--Fabricated Metal Products,Exports,Indiana,43.0,56.0,82.0,128.0,157.0,220.0,227.0,219.0,221.0,231.0,225.0,180.0,227.0,287.0,283.0,348.0
326--Plastics & Rubber Products,Exports,Indiana,58.0,72.0,80.0,122.0,127.0,145.0,177.0,214.0,200.0,204.0,183.0,169.0,196.0,222.0,272.0,292.0
311--Processed Foods,Exports,Indiana,56.0,109.0,152.0,115.0,102.0,174.0,180.0,154.0,199.0,216.0,206.0,207.0,184.0,198.0,218.0,258.0
339--Miscellaneous Manufactures,Exports,Indiana,18.0,25.0,33.0,46.0,47.0,44.0,48.0,48.0,42.0,40.0,44.0,41.0,50.0,47.0,122.0,139.0
313--Textiles & Fabrics,Exports,Indiana,1.0,3.0,6.0,10.0,11.0,13.0,18.0,17.0,15.0,40.0,42.0,30.0,30.0,38.0,37.0,45.0
324--Petroleum & Coal Products,Exports,Indiana,6.0,6.0,6.0,8.0,10.0,24.0,28.0,28.0,47.0,64.0,46.0,25.0,38.0,36.0,46.0,38.0
327--Nonmetallic Mineral Products,Exports,Indiana,7.0,11.0,11.0,29.0,22.0,23.0,40.0,31.0,18.0,20.0,18.0,19.0,33.0,27.0,16.0,24.0
322--Paper,Exports,Indiana,7.0,8.0,13.0,9.0,9.0,12.0,10.0,19.0,25.0,31.0,23.0,35.0,42.0,28.0,28.0,23.0
337--Furniture & Fixtures,Exports,Indiana,32.0,8.0,5.0,6.0,5.0,8.0,7.0,6.0,4.0,5.0,8.0,4.0,6.0,16.0,23.0,20.0
930--Used Or Second-Hand Merchandise,Exports,Indiana,0.0,0.0,0.0,2.0,3.0,6.0,5.0,9.0,6.0,5.0,6.0,4.0,6.0,10.0,19.0,14.0
323--Printed Matter & Related Products,Exports,Indiana,10.0,6.0,8.0,16.0,8.0,10.0,11.0,13.0,11.0,8.0,9.0,10.0,7.0,8.0,9.0,10.0
314--Textile Mill Products,Exports,Indiana,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,5.0,4.0,2.0,2.0,2.0,9.0,8.0
910--Waste And Scrap,Exports,Indiana,3.0,9.0,8.0,1.0,2.0,3.0,4.0,6.0,4.0,18.0,15.0,11.0,4.0,7.0,11.0,7.0
321--Wood Products,Exports,Indiana,8.0,9.0,12.0,13.0,14.0,17.0,16.0,14.0,3.0,5.0,4.0,6.0,5.0,6.0,11.0,7.0
111--Agricultural Products,Exports,Indiana,10.0,6.0,27.0,1.0,4.0,10.0,4.0,9.0,12.0,4.0,3.0,2.0,10.0,21.0,18.0,3.0
990--Other Special Classification Provisions,Exports,Indiana,3.0,13.0,14.0,3.0,1.0,15.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0
212--Minerals & Ores,Exports,Indiana,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0
312--Beverages & Tobacco Products,Exports,Indiana,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,4.0,5.0,6.0,1.0,5.0,2.0
316--Leather & Allied Products,Exports,Indiana,1.0,0.0,1.0,0.0,1.0,3.0,7.0,6.0,7.0,7.0,8.0,10.0,17.0,4.0,8.0,1.0
113--Forestry Products,Exports,Indiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
112--Livestock & Livestock Products,Exports,Indiana,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0
114--Fish & Other Marine Products,Exports,Indiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315--Apparel & Accessories,Exports,Indiana,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
211--Oil & Gas,Exports,Indiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
920--Used Or Second-Hand Merchandise,Exports,Indiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511--Newspapers & Other Published Matter,Exports,Indiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--All Merchandise,Imports,Iowa,865.0,985.0,1204.0,1430.0,1471.0,1728.0,1612.0,1145.0,1223.0,1690.0,1952.0,1294.0,1772.0,2100.0,2738.0,2407.0
"333--Machinery, Except Electrical",Imports,Iowa,324.0,537.0,612.0,734.0,702.0,729.0,615.0,365.0,432.0,524.0,500.0,392.0,481.0,620.0,992.0,861.0
336--Transportation Equipment,Imports,Iowa,150.0,100.0,209.0,250.0,235.0,347.0,335.0,253.0,291.0,529.0,828.0,520.0,785.0,810.0,997.0,812.0
337--Furniture & Fixtures,Imports,Iowa,49.0,47.0,45.0,38.0,44.0,52.0,56.0,55.0,59.0,69.0,78.0,75.0,104.0,139.0,149.0,157.0
332--Fabricated Metal Products,Imports,Iowa,15.0,18.0,27.0,39.0,33.0,40.0,37.0,24.0,25.0,34.0,43.0,43.0,47.0,108.0,120.0,96.0
"335--Electrical Equipment, Appliances & Components",Imports,Iowa,52.0,34.0,44.0,68.0,97.0,150.0,153.0,128.0,121.0,138.0,156.0,61.0,91.0,98.0,102.0,89.0
326--Plastics & Rubber Products,Imports,Iowa,16.0,16.0,26.0,21.0,24.0,22.0,18.0,13.0,12.0,23.0,18.0,18.0,53.0,96.0,105.0,85.0
339--Miscellaneous Manufactures,Imports,Iowa,2.0,1.0,1.0,2.0,1.0,4.0,63.0,72.0,77.0,95.0,94.0,75.0,78.0,83.0,84.0,80.0
334--Computer & Electronic Products,Imports,Iowa,76.0,16.0,23.0,20.0,60.0,78.0,85.0,76.0,71.0,148.0,100.0,26.0,50.0,25.0,56.0,66.0
980--Goods Returned (Exports and Imports) and Reimports - Canada Only,Imports,Iowa,31.0,13.0,22.0,39.0,54.0,71.0,64.0,46.0,40.0,55.0,74.0,17.0,8.0,13.0,20.0,51.0
311--Processed Foods,Imports,Iowa,6.0,2.0,2.0,5.0,7.0,12.0,12.0,16.0,25.0,25.0,22.0,30.0,27.0,38.0,41.0,42.0
325--Chemicals,Imports,Iowa,59.0,104.0,96.0,89.0,104.0,107.0,81.0,29.0,33.0,15.0,17.0,14.0,16.0,18.0,18.0,21.0
990--Other Special Classification Provisions,Imports,Iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,18.0,16.0
327--Nonmetallic Mineral Products,Imports,Iowa,0.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,5.0,5.0,2.0,2.0,3.0,5.0,15.0,15.0
331--Primary Metal Manufactures,Imports,Iowa,6.0,16.0,28.0,35.0,29.0,33.0,16.0,14.0,17.0,20.0,12.0,12.0,14.0,28.0,8.0,5.0
322--Paper,Imports,Iowa,4.0,6.0,5.0,7.0,12.0,12.0,11.0,8.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0
316--Leather & Allied Products,Imports,Iowa,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,3.0
314--Textile Mill Products,Imports,Iowa,3.0,1.0,1.0,1.0,0.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,4.0,2.0
112--Livestock & Livestock Products,Imports,Iowa,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
113--Forestry Products,Imports,Iowa,0.0,0.0,0.0,0.08333333333333333,0.16666666666666666,0.25,0.3333333333333333,0.41666666666666663,0.5,0.5833333333333333,0.6666666666666666,0.75,0.8333333333333333,0.9166666666666666,1.0,1.0
114--Fish & Other Marine Products,Imports,Iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
313--Textiles & Fabrics,Imports,Iowa,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111--Agricultural Products,Imports,Iowa,3.0,4.0,2.0,10.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,6.0,1.0,0.0,0.0
312--Beverages & Tobacco Products,Imports,Iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323--Printed Matter & Related Products,Imports,Iowa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
910--Waste And Scrap,Imports,Iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321--Wood Products,Imports,Iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315--Apparel & Accessories,Imports,Iowa,64.0,61.0,55.0,70.0,62.0,63.0,58.0,38.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
930--Used Or Second-Hand Merchandise,Imports,Iowa,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324--Petroleum & Coal Products,Imports,Iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
920--Used Or Second-Hand Merchandise,Imports,Iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212--Minerals & Ores,Imports,Iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211--Oil & Gas,Imports,Iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--All Merchandise,Exports,Iowa,1394.0,1833.0,2182.0,2500.0,2181.0,2329.0,2097.0,2290.0,2263.0,2336.0,2093.0,2002.0,2954.0,3499.0,3241.0,3174.0
111--Agricultural Products,Exports,Iowa,553.0,617.0,872.0,1074.0,570.0,692.0,681.0,855.0,868.0,969.0,677.0,698.0,1248.0,1489.0,1100.0,993.0
311--Processed Foods,Exports,Iowa,388.0,624.0,662.0,665.0,831.0,747.0,630.0,692.0,633.0,566.0,647.0,580.0,839.0,902.0,853.0,879.0
312--Beverages & Tobacco Products,Exports,Iowa,103.0,120.0,157.0,153.0,151.0,146.0,121.0,135.0,122.0,126.0,137.0,161.0,232.0,301.0,302.0,276.0
325--Chemicals,Exports,Iowa,94.0,106.0,107.0,112.0,122.0,150.0,140.0,145.0,174.0,165.0,155.0,153.0,188.0,192.0,202.0,188.0
"333--Machinery, Except Electrical",Exports,Iowa,74.0,107.0,112.0,114.0,114.0,133.0,115.0,111.0,96.0,124.0,90.0,76.0,77.0,103.0,165.0,154.0
336--Transportation Equipment,Exports,Iowa,29.0,55.0,38.0,55.0,58.0,88.0,75.0,72.0,81.0,92.0,90.0,51.0,48.0,108.0,155.0,116.0
332--Fabricated Metal Products,Exports,Iowa,25.0,42.0,49.0,51.0,56.0,64.0,48.0,39.0,36.0,39.0,64.0,57.0,64.0,85.0,91.0,115.0
"335--Electrical Equipment, Appliances & Components",Exports,Iowa,9.0,13.0,15.0,20.0,23.0,29.0,30.0,35.0,40.0,51.0,61.0,45.0,54.0,67.0,77.0,84.0
326--Plastics & Rubber Products,Exports,Iowa,41.0,46.0,59.0,113.0,100.0,86.0,58.0,46.0,53.0,52.0,45.0,40.0,51.0,57.0,58.0,75.0
331--Primary Metal Manufactures,Exports,Iowa,11.0,25.0,39.0,71.0,57.0,74.0,72.0,37.0,56.0,47.0,28.0,18.0,35.0,45.0,74.0,56.0
339--Miscellaneous Manufactures,Exports,Iowa,11.0,15.0,14.0,12.0,16.0,21.0,24.0,20.0,18.0,23.0,19.0,17.0,19.0,28.0,46.0,52.0
334--Computer & Electronic Products,Exports,Iowa,16.0,18.0,17.0,24.0,31.0,35.0,48.0,38.0,39.0,30.0,27.0,57.0,35.0,29.0,30.0,45.0
316--Leather & Allied Products,Exports,Iowa,0.0,0.0,1.0,1.0,2.0,6.0,5.0,11.0,12.0,18.0,16.0,11.0,13.0,13.0,15.0,38.0
337--Furniture & Fixtures,Exports,Iowa,6.0,7.0,7.0,4.0,6.0,8.0,9.0,9.0,11.0,10.0,12.0,8.0,9.0,10.0,14.0,35.0
930--Used Or Second-Hand Merchandise,Exports,Iowa,0.0,0.0,0.0,1.0,3.0,5.0,3.0,4.0,3.0,4.0,3.0,2.0,11.0,15.0,21.0,16.0
313--Textiles & Fabrics,Exports,Iowa,4.0,3.0,5.0,4.0,5.0,5.0,5.0,3.0,2.0,1.0,2.0,3.0,2.0,11.0,8.0,14.0
322--Paper,Exports,Iowa,16.0,19.0,11.0,9.0,10.0,13.0,12.0,13.0,8.0,8.0,8.0,10.0,7.0,12.0,8.0,11.0
321--Wood Products,Exports,Iowa,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10.0
910--Waste And Scrap,Exports,Iowa,4.0,4.0,5.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,7.0
327--Nonmetallic Mineral Products,Exports,Iowa,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0
314--Textile Mill Products,Exports,Iowa,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
112--Livestock & Livestock Products,Exports,Iowa,4.0,4.0,3.0,5.0,5.0,5.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,5.0,1.0
323--Printed Matter & Related Products,Exports,Iowa,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
324--Petroleum & Coal Products,Exports,Iowa,1.0,3.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,12.0,18.0,4.0,1.0
990--Other Special Classification Provisions,Exports,Iowa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
315--Apparel & Accessories,Exports,Iowa,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115--Products Supporting Agriculture And Forestry,Exports,Iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114--Fish & Other Marine Products,Exports,Iowa,0.0,0.0,0.0,3.0,11.0,10.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212--Minerals & Ores,Exports,Iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113--Forestry Products,Exports,Iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
920--Used Or Second-Hand Merchandise,Exports,Iowa,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511--Newspapers & Other Published Matter,Exports,Iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--All Merchandise,Imports,Kansas,345.0,754.0,759.0,1008.0,962.0,966.0,1020.0,816.0,578.0,711.0,803.0,569.0,853.0,1129.0,1223.0,1388.0
336--Transportation Equipment,Imports,Kansas,172.0,497.0,474.0,696.0,616.0,632.0,677.0,490.0,263.0,303.0,330.0,196.0,286.0,389.0,431.0,554.0
"333--Machinery, Except Electrical",Imports,Kansas,17.0,24.0,44.0,43.0,44.0,57.0,106.0,72.0,64.0,69.0,62.0,52.0,101.0,195.0,217.0,320.0
980--Goods Returned (Exports and Imports) and Reimports - Canada Only,Imports,Kansas,34.0,31.0,45.0,70.0,75.0,102.0,86.0,99.0,100.0,118.0,120.0,78.0,150.0,139.0,150.0,165.0
"335--Electrical Equipment, Appliances & Components",Imports,Kansas,8.0,10.0,12.0,30.0,37.0,36.0,30.0,30.0,33.0,67.0,85.0,62.0,96.0,82.0,170.0,108.0
326--Plastics & Rubber Products,Imports,Kansas,11.0,20.0,6.0,7.0,11.0,17.0,14.0,13.0,15.0,47.0,76.0,61.0,76.0,101.0,85.0,80.0
334--Computer & Electronic Products,Imports,Kansas,18.0,16.0,13.0,13.0,27.0,28.0,25.0,24.0,24.0,44.0,53.0,57.0,49.0,63.0,55.0,57.0
332--Fabricated Metal Products,Imports,Kansas,9.0,10.0,16.0,10.0,6.0,7.0,9.0,8.0,7.0,15.0,23.0,11.0,15.0,51.0,39.0,36.0
339--Miscellaneous Manufactures,Imports,Kansas,5.0,5.0,5.0,10.0,14.0,18.0,10.0,8.0,4.0,4.0,4.0,3.0,4.0,5.0,14.0,17.0
325--Chemicals,Imports,Kansas,9.0,74.0,109.0,108.0,109.0,39.0,32.0,42.0,30.0,5.0,6.0,5.0,9.0,17.0,13.0,17.0
316--Leather & Allied Products,Imports,Kansas,2.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,7.0,6.0,3.0,3.0,4.0,3.0,5.0,7.0
337--Furniture & Fixtures,Imports,Kansas,0.0,1.0,2.0,1.0,1.0,2.0,3.0,4.0,8.0,6.0,6.0,7.0,12.0,12.0,10.0,7.0
311--Processed Foods,Imports,Kansas,3.0,2.0,1.0,1.0,2.0,4.0,6.0,5.0,3.0,2.0,1.0,3.0,7.0,6.0,5.0,5.0
331--Primary Metal Manufactures,Imports,Kansas,11.0,11.0,8.0,2.0,1.0,2.0,1.0,1.0,2.0,13.0,23.0,20.0,27.0,33.0,8.0,5.0
327--Nonmetallic Mineral Products,Imports,Kansas,1.0,1.0,2.0,3.0,2.0,3.0,3.0,4.0,5.0,6.0,6.0,4.0,8.0,11.0,10.0,5.0
314--Textile Mill Products,Imports,Kansas,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0
930--Used Or Second-Hand Merchandise,Imports,Kansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
312--Beverages & Tobacco Products,Imports,Kansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0
111--Agricultural Products,Imports,Kansas,1.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
322--Paper,Imports,Kansas,3.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,3.0,10.0,5.0,0.0
112--Livestock & Livestock Products,Imports,Kansas,0.0,4.0,7.0,7.0,6.0,7.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,0.0
212--Minerals & Ores,Imports,Kansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313--Textiles & Fabrics,Imports,Kansas,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
315--Apparel & Accessories,Imports,Kansas,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
323--Printed Matter & Related Products,Imports,Kansas,36.0,32.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
321--Wood Products,Imports,Kansas,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0
990--Other Special Classification Provisions,Imports,Kansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324--Petroleum & Coal Products,Imports,Kansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113--Forestry Products,Imports,Kansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
920--Used Or Second-Hand Merchandise,Imports,Kansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
910--Waste And Scrap,Imports,Kansas,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114--Fish & Other Marine Products,Imports,Kansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--All Merchandise,Exports,Kansas,1208.0,1281.0,1621.0,1437.0,1534.0,1786.0,1798.0,1865.0,1882.0,2105.0,2212.0,2079.0,2759.0,3122.0,2828.0,3110.0
111--Agricultural Products,Exports,Kansas,486.0,491.0,588.0,484.0,564.0,589.0,519.0,647.0,737.0,795.0,939.0,1020.0,1382.0,1543.0,991.0,986.0
311--Processed Foods,Exports,Kansas,322.0,355.0,361.0,359.0,397.0,365.0,319.0,368.0,398.0,467.0,464.0,428.0,529.0,619.0,737.0,855.0
336--Transportation Equipment,Exports,Kansas,88.0,79.0,227.0,199.0,185.0,396.0,556.0,392.0,291.0,321.0,283.0,159.0,319.0,259.0,335.0,358.0
